Feature1,Feature2
52.483570765056164,51.788936801741414
49.308678494144075,52.803922631841175
53.23844269050346,55.41525621587638
57.61514928204013,55.26901026017451
48.82923312638332,43.111653160214544
48.8293152152541,45.310874800424386
57.896064077536955,52.5751763360433
53.837173645764544,52.56892975456105
47.65262807032524,52.57523843153024
52.712800217929825,69.26365745327361
47.68291153593769,52.85445255346583
47.671351232148716,55.677828200902994
51.20981135783017,54.770008817466014
40.43359877671101,53.25695625652899
41.375410837434835,48.423653776798275
47.188562353795135,53.79484610246634
44.93584439832788,46.13587392731214
51.57123666297637,48.815906966299956
45.45987962239394,47.57318226085448
42.93848149332354,50.40937069693161
57.32824384460777,61.573292833367546
48.87111849756732,40.66367403704126
50.337641023439616,53.431300951872565
42.87625906893272,41.93642064405174
47.27808637737409,47.64034067105283
50.554612948549334,55.44475298483683
44.24503211288849,50.321400095477316
51.87849009172836,44.61127611035347
46.99680655040598,46.42348145370016
48.54153125103362,53.39798874467338
46.991466938853016,46.34816684141432
59.26139092254469,51.08229294790988
49.93251387631033,50.22785919951907
44.7114453552205,46.74199826197091
54.11272456051594,60.719720446626624
43.89578175014489,53.169595111590056
51.04431797502378,39.874287066711965
40.201649380601125,50.93227157384714
43.359069755507846,46.69106767615806
50.984306179345616,54.26216667398112
53.69233289997705,46.037396307836495
50.85684140594985,49.42631779266551
49.4217585880588,52.524936394902284
48.494481522053555,54.32877597085061
42.60739004816286,43.99851796472112
46.40077895802646,48.327493820795254
47.696806145201066,47.625273444195216
55.285611131094576,46.73335383713144
51.718091447842305,58.82727120140548
41.18479922318633,52.024908554804774
51.620419846973974,43.69558022832477
48.07458859791842,54.58930973527388
46.61538999847021,60.610780985063165
53.058381444204336,55.16232630275574
55.154997612479754,42.403150170229935
54.65640059558099,47.57882963566874
45.80391238388681,56.334555745933116
48.45393812074393,46.461652671906094
51.65631715701782,52.219097140731144
54.877725635611796,53.87317026714668
47.60412881077355,45.36534764210958
49.07170511668092,49.702373219691
44.468325129969855,33.79366329965464
44.01896687959665,44.87806179332855
54.06262911197099,48.7371592430342
56.78120014285412,43.76108409017575
49.63994939209833,58.16205651965818
55.01766448946012,42.84929311019684
51.808180125238174,47.79977756651508
46.774401226974376,50.65370288643046
51.80697802754207,57.20636644533058
57.690182832329846,42.8206892441028
49.82086980445024,55.815818760774796
57.82321827907003,50.05116530509793
36.901274479551276,45.09245674476024
54.10951252187612,52.31051737131635
50.435235341190854,50.99529847786735
48.50496324767066,46.99891561420603
50.458803882677515,50.349010424950094
40.06215542699554,48.073432015691196
48.90164056081244,50.56758672625624
51.78556285755873,53.31065337260523
57.38947022370758,57.93008408072676
47.40864890863176,43.810922505865754
45.95753198553406,60.665166873281336
47.491214782077314,40.23956100238749
54.57701058851037,49.24107452482208
51.64375554829842,52.94158603242288
47.351198981164806,51.40495933867516
52.56633716556678,46.88650240089703
50.4853877467402,48.95938874821363
54.84322495266444,47.53499532670584
46.48973453061324,47.053176215278945
48.36168926701116,54.24801048510513
48.03945923433921,51.785077429825236
42.68242525933941,46.53545202369673
51.48060138532288,54.49799937716625
51.30527636089945,51.536497604383044
50.025567283212304,54.0643105941948
48.82706433312426,53.14814420961806
42.923146289747926,45.85502494538964
47.89677338617321,47.19909479901515
48.286427417366156,53.73646802561631
45.9886136538919,53.05185132716733
49.19357144166995,49.89549203017926
52.02025428407269,50.58663691654391
59.43092950605265,56.388324478942124
50.872889064159196,47.04214305582085
51.28775195361382,52.73548690585019
49.62777042116917,48.98903673783053
40.40614392350479,48.911593983863895
49.867430622753915,55.49388425993595
50.30115104970513,54.12708174494015
62.316210562426434,54.06754818000319
49.03819517609439,56.52739403577164
51.50773671166806,50.105019208163796
49.82644115147378,53.40976485647482
44.15660981190234,48.44866621703272
55.7141140725751,51.62083176244221
53.75966516343387,49.34928472816158
53.95515973521523,50.48497982496359
45.4530627260263,52.975785127184565
57.013971554680495,45.908896583832636
42.990744686038596,60.4619363784273
52.93428546900135,44.96991309250149
60.952278129049894,43.92905693606134
45.04731837434656,55.79055436750034
47.16851135198614,53.95831346981468
50.498256825438204,53.12059908526078
47.482621729419,53.1417275463214
42.24668284466934,49.93876613576543
50.34281487403014,45.51372814257084
44.688481431369475,50.379022790968634
52.36796215317591,46.61419144243944
45.402878828830985,54.87559866708875
57.7496720250877,49.26471309248931
46.08373353831882,45.87251401603744
48.38969241897162,48.393070791735035
54.06758608684835,52.064657271378124
43.84567841783022,47.18137723598013
51.13729967302065,45.888898022167844
56.53571377141214,51.21843605745956
41.96258382719386,51.22483285554361
50.92316929266152,47.46528412314435
51.29941397124212,47.644808471908384
53.909114358886555,51.160249686788184
43.81524644560959,42.75957829251338
43.39771693457862,42.962681128117225
52.60970782808449,46.40777889373782
51.48492336616593,48.932764241440765
51.252464251729386,51.554537827990025
51.73224104748488,57.37678108474776
46.59987639210755,54.2882981160101
51.16126848580502,49.20030735018287
51.46536236649341,49.904918960486555
46.42824290986816,44.987353176810956
59.328872555723784,49.90743432003805
52.36916460455894,48.55670680539931
44.04348251398676,51.613592801690444
53.28276804316915,45.86384528223839
45.126591648863396,52.59673257120586
53.93542301871226,57.66369456501289
55.79297789503702,49.45619925771571
45.89658840824145,52.00855861049471
54.816880646221605,53.45071995855556
52.063904634682494,47.99389764057082
54.11030079997245,51.12046240905208
59.48396491326974,50.06296200390897
48.77305941998565,50.488380492744156
46.23131917821255,46.134951080722665
45.55242785187238,50.12255087129471
45.92094857517281,52.48999145622725
49.61449145292948,57.25571803897521
51.70575987408322,54.79635413042603
51.3834539966501,60.76591228755778
54.13591624518012,46.16326218555975
50.065009459389536,54.36160318360339
57.26767038578659,50.91671002869176
48.67671583381022,60.94901466608836
63.600845832948096,45.95850857322424
53.128336738825034,45.80139078909612
45.714212217918586,47.003036772779886
44.645537509694435,39.380521378450965
52.41236207621593,47.37122489159619
48.88268607337075,46.20433669223151
53.57000247046046,50.75196893238104
52.366188122867726,51.7087798788858
49.63585543671564,59.38085419607943
45.76603140965798,54.75211919093025
42.42576387657068,47.115481721687985
47.767425239664895,45.50792664325821
54.28199397161736,52.45959585753253
51.07046872065102,43.39883396489679
43.77130610644006,59.157293829271765
50.86590462925591,55.897200603606436
51.92658689864418,47.65412173947647
45.580712818994336,41.434327354545616
50.768625529727636,56.76936187082706
50.29104359223,49.42730077373691
44.28514851084688,56.18908155986731
96.5927800935066,-14.117060762838483
90.93628287722825,17.063505006459778
82.25501986603709,-0.31534827681847233
114.58889505020213,-9.670224468041667
112.51604036520311,-1.6345697504695487
119.98870693144522,19.201303011419085
119.86547348295622,-0.29527624028521515
102.2172682241051,-6.849935588499672
110.75949660722043,5.336034172669031
117.79062919529713,-10.394175248872276
113.98589562709645,-16.965466875653444
89.8939240697279,-14.844811123574031
98.02176541240374,-14.878166441689103
85.1663766060598,-13.923892259508225
118.1620410903489,-14.446913094023595
104.2469853780352,5.634989792128586
89.1457122201385,-12.724796624034207
106.86802737623427,-6.173308667045472
104.72512961831583,15.871536396240472
94.32650872131362,-1.0415343894851077
84.54230368798517,6.702309540841085
106.86292782371198,-13.107205151934807
100.81230803615173,-12.308439247653169
110.89273566942558,-18.365255349340845
100.80654004447973,-13.242597477113417
114.08726001274161,-8.856386438721655
102.07627355097942,-12.919580628930127
